"id","name","category_code","disease_code","created_at","updated_at"
"7988","S912 - Herida de dedo (s) del Pie con dano de La (s) Una (s)","S91","2",,
"7989","S913 - Herida de otras partes del Pie","S91","3",,
"7990","S917 - Heridas Multiples del Tobillo y del Pie","S91","7",,
"7991","S920 - Fractura del Calcaneo","S92","0",,
"7992","S921 - Fractura del Astragalo","S92","1",,
"7993","S922 - Fractura de Otro (s) Hueso (s) del Tarso","S92","2",,
"7994","S923 - Fractura de Hueso del Metatarso","S92","3",,
"7995","S924 - Fractura de los Huesos del dedo Gordo del Pie","S92","4",,
"7996","S925 - Fractura de los Huesos de Otro (s) dedo (s) del Pie","S92","5",,
"7997","S927 - Fracturas Multiples del Pie","S92","7",,
"7998","S929 - Fractura del Pie, no Especificada","S92","9",,
"7999","S930 - Luxacion de la Articulacion del Tobillo","S93","0",,
"8000","S931 - Luxacion de dedo (s) del Pie","S93","1",,
"8001","S932 - Ruptura de Ligamentos a nivel del Tobillo y del Pie","S93","2",,
"8002","S933 - Luxacion de otros Sitios y los no Especificados del Pie","S93","3",,
"8003","S934 - Esguinces y Torceduras del Tobillo","S93","4",,
"8004","S935 - Esguinces y Torceduras de dedo (s) del Pie","S93","5",,
"8005","S936 - Esguinces y Torceduras de otros Sitios y de los no Especificados del Pie","S93","6",,
"8006","S940 - Traumatismo del Nervio Plantar Externo","S94","0",,
"8007","S941 - Traumatismo del Nervio Plantar Interno","S94","1",,
"8008","S942 - Traumatismo del Nervio Peroneal Profundo a nivel del Pie y del Tobillo","S94","2",,
"8009","S943 - Traumatismo de Nervio Sensorial Cutaneo a nivel del Pie y del Tobillo","S94","3",,
"8010","S947 - Traumatismo de Multiples Nervios a nivel del Pie y del Tobillo","S94","7",,
"8011","S948 - Traumatismo de otros Nervios a nivel del Pie y del Tobillo","S94","8",,
"8012","S949 - Traumatismo de Nervio no Especificado a nivel del Pie y del Tobillo","S94","9",,
"8013","S950 - Traumatismo de la Arteria dorsal del Pie","S95","0",,
"8014","S951 - Traumatismo de la Arteria Plantar del Pie","S95","1",,
"8015","S952 - Traumatismo de la Vena dorsal del Pie","S95","2",,
"8016","S957 - Traumatismo de Multiples Vasos Sanguineos a nivel del Pie y del Tobillo","S95","7",,
"8017","S958 - Traumatismo de otros Vasos Sanguineos a nivel del Pie y del Tobillo","S95","8",,
"8018","S959 - Traumatismo de Vaso Sanguineo no Especificado a nivel del Pie y del Tobillo","S95","9",,
"8019","S960 - Traumatismo del Tendon y Musculo del Flexor Largo del dedo a nivel del Pie y del Tobillo","S96","0",,
"8020","S961 - Traumatismo del Tendon y Musculo del Extensor Largo del (de Los) dedo (s) a nivel del Pie","S96","1",,
"8021","S962 - Traumatismo de Tendones y Musculos Intrinsecos a nivel del Pie y del Tobillo","S96","2",,
"8022","S967 - Traumatismo de Multiples Tendones y Musculos a nivel del Pie y del Tobillo","S96","7",,
"8023","S968 - Traumatismo de otros Tendones y Musculos a nivel del Pie y del Tobillo","S96","8",,
"8024","S969 - Traumatismo de Tendones y Musculos no Especificados a nivel del Pie y del Tobillo","S96","9",,
"8025","S970 - Traumatismo por Aplastamiento del Tobillo","S97","0",,
"8026","S971 - Traumatismo por Aplastamiento de dedo (s) del Pie","S97","1",,
"8027","S978 - Traumatismo por Aplastamiento de otras partes del Pie y del Tobillo","S97","8",,
"8028","S980 - Amputacion Traumatica del Pie a nivel del Tobillo","S98","0",,
"8029","S981 - Amputacion Traumatica de un dedo del Pie","S98","1",,
"8030","S982 - Amputacion Traumatica de dos o Mas dedos del Pie","S98","2",,
"8031","S983 - Amputacion Traumatica de otras partes del Pie","S98","3",,
"8032","S984 - Amputacion del Pie, nivel no Especificado","S98","4",,
"8033","S997 - Traumatismos Multiples del Pie y del Tobillo","S99","7",,
"8034","S998 - Otros Traumatismos del Pie y del Tobillo, Especificados","S99","8",,
"8035","S999 - Traumatismo del Pie y del Tobillo, no Especificado","S99","9",,
"8036","T000 - Traumatismos Superficiales que Afectan la Cabeza con el Cuello","T00","0",,
"8037","T001 - Traumatismos Superficiales que Afectan el Torax con el Abdomen, la Region Lumbosacra y L","T00","1",,
"8038","T002 - Traumatismos Superficiales que Afectan Multiples Regiones del(Os) Miembro (s) Superior(Es","T00","2",,
"8039","T003 - Traumatismos Superficiales que Afectan Multiples Regiones del (de Los) Miembro (s) Inferi","T00","3",,
"8040","T006 - Traumatismos Superficiales que Afectan Multiples Regiones del (de Los) Miembro (s) Superi","T00","6",,
"8041","T008 - Traumatismos Superficiales que Afectan otras Combinaciones de Regiones del Cuerpo","T00","8",,
"8042","T009 - Traumatismos Superficiales Multiples, no Especificados","T00","9",,
"8043","T010 - Heridas que Afectan la Cabeza con el Cuello","T01","0",,
"8044","T011 - Heridas que Afectan el Torax con el Abdomen, la Region Lumbosacra y la Pelvis","T01","1",,
"8045","T012 - Heridas que Afectan Multiples Regiones del (de Los) Miembro (s) Superior(Es)","T01","2",,
"8046","T013 - Heridas que Afectan Multiples Regiones del (de Los) Miembro (s) Inferior(Es)","T01","3",,
"8047","T016 - Heridas que Afectan Multiples Regiones del (de Los)  Miembro (s) Superior(Es) con Miembro","T01","6",,
"8048","T018 - Heridas que Afectan otras Combinaciones de las Regiones del Cuerpo","T01","8",,
"8049","T019 - Heridas Multiples, no Especificadas","T01","9",,
"8050","T020 - Fracturas que Afectan la Cabeza con el Cuello","T02","0",,
"8051","T021 - Fracturas que Afectan el Torax con la Region Lumbosacra y la Pelvis","T02","1",,
"8052","T022 - Fracturas que Afectan Multiples Regiones de un Miembro Superior","T02","2",,
"8053","T023 - Fracturas que Afectan Multiples Regiones de un Miembro Inferior","T02","3",,
"8054","T024 - Fracturas que Afectan Multiples Regiones de Ambos Miembros Superiores","T02","4",,
"8055","T025 - Fracturas que Afectan Multiples Regiones de Ambos Miembros Inferiores","T02","5",,
"8056","T026 - Fracturas que Afectan Multiples Regiones de Miembro (s) Superior(Es) con Miembro (s) Infer","T02","6",,
"8057","T027 - Fracturas que Afectan el Torax con la Region Lumbosacra y la Pelvis con Miembro (s)","T02","7",,
"8058","T028 - Fracturas que Afectan otras Combinaciones de las Regiones del Cuerpo","T02","8",,
"8059","T029 - Fracturas Multiples, no Especificadas","T02","9",,
"8060","T030 - Luxaciones, Torceduras y Esguinces que Afectan la Cabeza con el Cuello","T03","0",,
"8061","T031 - Luxaciones, Torceduras y Esguinces que Afectan el Torax con la Region Lumbosacra y la Pe","T03","1",,
"8062","T032 - Luxaciones, Torceduras y Esguinces que Afectan Multiples Regiones del (de Los) Miembros(","T03","2",,
"8063","T033 - Luxaciones, Torceduras y Esguinces que Afectan Multiples Regiones del (de Los) Miembros(","T03","3",,
"8064","T034 - Luxaciones, Torceduras y Esguinces que Afectan Multiples Regiones del (de Los) Miembro(S","T03","4",,
"8065","T038 - Luxaciones, Torceduras y Esguinces que Afectan otras Combinaciones de Regiones del Cuerp","T03","8",,
"8066","T039 - Luxaciones, Torceduras y Esguinces Multiples, no Especificados","T03","9",,
"8067","T040 - Traumatismos por Aplastamiento que Afectan la Cabeza con el Cuello","T04","0",,
"8068","T041 - Traumatismos por Aplastamiento que Afectan el Torax con el Abdomen, la Region Lumbosacra","T04","1",,
"8069","T042 - Traumatismos por Aplastamiento que Afectan Multiples Regiones del (de Los) Miembro (s) Su","T04","2",,
"8070","T043 - Traumatismos por Aplastamiento que Afectan Multiples Regiones del (de Los) Miembro (s) In","T04","3",,
"8071","T044 - Traumatismos por Aplastamiento que Afectan Multiples Regiones del (de Los) Miembro (s) Su","T04","4",,
"8072","T047 - Traumatismos por Aplastamiento del Torax, del Abdomen, de la Region Lumbosacra y de la P","T04","7",,
"8073","T048 - Traumatismos por Aplastamiento que Afectan otras Combinaciones de Regiones del Cuerpo","T04","8",,
"8074","T049 - Traumatismos por Aplastamiento Multiple, no Especificados","T04","9",,
"8075","T050 - Amputacion Traumatica de Ambas Manos","T05","0",,
"8076","T051 - Amputacion Traumatica de una Mano y el Otro Brazo [Cualquier Nivel, Excepto Mano]","T05","1",,
"8077","T052 - Amputacion Traumatica de Ambos Brazos [Cualquier Nivel]","T05","2",,
"8078","T053 - Amputacion Traumatica de Ambos Pies","T05","3",,
"8079","T054 - Amputacion Traumatica de un Pie y la otra Pierna [Cualquier Nivel, Excepto Pie]","T05","4",,
"8080","T055 - Amputacion Traumatica de Ambas Piernas [Cualquier Nivel]","T05","5",,
"8081","T056 - Amputacion Traumatica de Miembros Superior(Es) e Inferior(Es), Cualquier Combinacion [Cu","T05","6",,
"8082","T058 - Amputacion Traumatica que afecta otras Combinaciones de Regiones del Cuerpo","T05","8",,
"8083","T059 - Amputaciones Traumaticas Multiples, no Especificadas","T05","9",,
"8084","T060 - Traumatismos del Encefalo y de Nervios Craneales con Traumatismo de Nervios y Medula Esp","T06","0",,
"8085","T061 - Traumatismos de Nervios y Medula Espinal que Afectan otras Multiples Regiones del Cuerpo","T06","1",,
"8086","T062 - Traumatismos de Nervios que Afectan Multiples Regiones del Cuerpo","T06","2",,
"8087","T063 - Traumatismos de Vasos Sanguineos que Afectan Multiples Regiones del Cuerpo","T06","3",,
"8088","T064 - Traumatismos de Tendones y Musculos que Afectan Multiples Regiones del Cuerpo","T06","4",,
"8089","T065 - Traumatismos de Organos Intratoracicos con Organos Intraabdominales y Pelvicos","T06","5",,
"8090","T068 - Otros Traumatismos Especificados que Afectan Multiples Regiones del Cuerpo","T06","8",,
"8091","T07X - Traumatismos Multiples, no Especificados","T07","X",,
"8092","T08X - Fractura de la Columna Vertebral, nivel no Especificado","T08","X",,
"8093","T090 - Traumatismo Superficial del Tronco, nivel no Especificado","T09","0",,
"8094","T091 - Herida del Tronco, nivel no Especificado","T09","1",,
"8095","T092 - Luxacion, Esguince o Torcedura de Articulacion y Ligamentos del Tronco, no Especificado","T09","2",,
"8096","T093 - Traumatismo de la Medula Espinal, nivel no Especificado","T09","3",,
"8097","T094 - Traumatismo de Nervios, Raiz de Nervio Espinal y Plexos del Tronco no Especificados","T09","4",,
"8098","T095 - Traumatismo de Tendones y Musculos del Tronco no Especificados","T09","5",,
"8099","T096 - Amputacion Traumatica del Tronco, nivel no Especificado","T09","6",,
"8100","T098 - Otros Traumatismos Especificados del Tronco, nivel no Especificado","T09","8",,
"8101","T099 - Traumatismo no Especificado del Tronco, nivel no Especificado","T09","9",,
"8102","T10X - Fractura de Miembro Superior, nivel no Especificado","T10","X",,
"8103","T110 - Traumatismo Superficial de Miembro Superior, nivel no Especificado","T11","0",,
"8104","T111 - Herida de Miembro Superior, nivel no Especificado","T11","1",,
"8105","T112 - Luxacion, Esguince o Torcedura de Articulacion o Ligamento no Especificado de Miembro Su","T11","2",,
"8106","T113 - Traumatismo de Nervio no Especificado de Miembro Superior, nivel no Especificado","T11","3",,
"8107","T114 - Traumatismo de Vasos Sanguineos no Especificados de Miembro Superior, nivel no Especific","T11","4",,
"8108","T115 - Traumatismo de Tendon y Musculo no Especificados de Miembro Superior, nivel no Especific","T11","5",,
"8109","T116 - Amputacion Traumatica de Miembro Superior, nivel no Especificado","T11","6",,
"8110","T118 - Otros Traumatismos Especificados de Miembro Superior, nivel no Especificado","T11","8",,
"8111","T119 - Traumatismo no Especificado de Miembro Superior, nivel no Especificado","T11","9",,
"8112","T12X - Fractura de Miembro Inferior, nivel no Especificado","T12","X",,
"8113","T130 - Traumatismo Superficial de Miembro Inferior, nivel no Especificado","T13","0",,
"8114","T131 - Herida de Miembro Inferior, nivel no Especificado","T13","1",,
"8115","T132 - Luxacion, Esguince o Torcedura de Articulacion y Ligamentos no Especificados de Miembro","T13","2",,
"8116","T133 - Traumatismo de Nervios no Especificados de Miembro Inferior, nivel no Especificado","T13","3",,
"8117","T134 - Traumatismo de Vasos Sanguineos no Especificados de Miembro Inferior, nivel no Especific","T13","4",,
"8118","T135 - Traumatismo de Tendones y Musculos no Especificados de Miembro Inferior, nivel no Especi","T13","5",,
"8119","T136 - Amputacion Traumatica de Miembro Inferior, nivel no Especificado","T13","6",,
"8120","T138 - Otros Traumatismos Especificados de Miembro Inferior, nivel no Especificado","T13","8",,
"8121","T139 - Traumatismo no Especificado de Miembro Inferior, nivel no Especificado","T13","9",,
"8122","T140 - Traumatismo Superficial de Region no Especificada del Cuerpo","T14","0",,
"8123","T141 - Herida de Region no Especificada del Cuerpo","T14","1",,
"8124","T142 - Fractura de Region no Especificada del Cuerpo","T14","2",,
"8125","T143 - Luxacion, Esguince y Torcedura de Region no Especificada del Cuerpo","T14","3",,
"8126","T144 - Traumatismo de Nervio (s) de Region no Especificada del Cuerpo","T14","4",,
"8127","T145 - Traumatismo de Vaso (s) Sanguineo (s) de Region no Especificada del Cuerpo","T14","5",,
"8128","T146 - Traumatismo de Tendones y Musculos de Region no Especificada del Cuerpo","T14","6",,
"8129","T147 - Traumatismo por Aplastamiento y Amputacion Traumatica de Regiones no Especificadas del C","T14","7",,
"8130","T148 - Otros Traumatismos de Region no Especificada del Cuerpo","T14","8",,
"8131","T149 - Traumatismo, no Especificado","T14","9",,
"8132","T150 - Cuerpo Extrano en la Cornea","T15","0",,
"8133","T151 - Cuerpo Extrano en el Saco Conjuntival","T15","1",,
"8134","T158 - Cuerpo Extrano en otras y en Multiples partes de la parte Externa del Ojo","T15","8",,
"8135","T159 - Cuerpo Extrano en parte Externa del Ojo, Sitio no Especificado","T15","9",,
"8136","T16X - Cuerpo Extrano en el Oido","T16","X",,
"8137","T170 - Cuerpo Extrano en Seno Paranasal","T17","0",,
"8138","T171 - Cuerpo Extrano en el Orificio Nasal","T17","1",,
"8139","T172 - Cuerpo Extrano en la Faringe","T17","2",,
"8140","T173 - Cuerpo Extrano en la Laringe","T17","3",,
"8141","T174 - Cuerpo Extrano en la Traquea","T17","4",,
"8142","T175 - Cuerpo Extrano en Bronquios","T17","5",,
"8143","T178 - Cuerpo Extrano en otras y en Multiples partes de las Vias Respiratorias","T17","8",,
"8144","T179 - Cuerpo Extrano en las Vias Respiratorias, parte no Especificada","T17","9",,
"8145","T180 - Cuerpo Extrano en la Boca","T18","0",,
"8146","T181 - Cuerpo Extrano en el Esofago","T18","1",,
"8147","T182 - Cuerpo Extrano en el Estomago","T18","2",,
"8148","T183 - Cuerpo Extrano en el Intestino delgado","T18","3",,
"8149","T184 - Cuerpo Extrano en el Colon","T18","4",,
"8150","T185 - Cuerpo Extrano en el Ano y en el Recto","T18","5",,
"8151","T188 - Cuerpo Extrano en otras y en Multiples partes del Tubo digestivo","T18","8",,
"8152","T189 - Cuerpo Extrano en el Tubo digestivo, parte no Especificada","T18","9",,
"8153","T190 - Cuerpo Extrano en la Uretra","T19","0",,
"8154","T191 - Cuerpo Extrano en la Vejiga","T19","1",,
"8155","T192 - Cuerpo Extrano en la Vulva y en la Vagina","T19","2",,
"8156","T193 - Cuerpo Extrano en el Utero [Cualquier parte]","T19","3",,
"8157","T198 - Cuerpo Extrano en otras y en Multiples partes de las Vias Genitourinarias","T19","8",,
"8158","T199 - Cuerpo Extrano en las Vias Genitourinarias, parte no Especificada","T19","9",,
"8159","T200 - Quemadura de la Cabeza y del Cuello, Grado no Especificado","T20","0",,
"8160","T201 - Quemadura de la Cabeza y del Cuello, de Primer Grado","T20","1",,
"8161","T202 - Quemadura de la Cabeza y del Cuello, de Segundo Grado","T20","2",,
"8162","T203 - Quemadura de la Cabeza y del Cuello, de Tercer Grado","T20","3",,
"8163","T204 - Corrosion de la Cabeza y del Cuello, Grado no Especificado","T20","4",,
"8164","T205 - Corrosion de la Cabeza y del Cuello, de Primer Grado","T20","5",,
"8165","T206 - Corrosion de la Cabeza y del Cuello, de Segundo Grado","T20","6",,
"8166","T207 - Corrosion de la Cabeza y del Cuello, de Tercer Grado","T20","7",,
"8167","T210 - Quemadura del Tronco, Grado no Especificado","T21","0",,
"8168","T211 - Quemadura del Tronco, de Primer Grado","T21","1",,
"8169","T212 - Quemadura del Tronco, de Segundo Grado","T21","2",,
"8170","T213 - Quemadura del Tronco, de Tercer Grado","T21","3",,
"8171","T214 - Corrosion del Tronco, Grado no Especificado","T21","4",,
"8172","T215 - Corrosion del Tronco, de Primer Grado","T21","5",,
"8173","T216 - Corrosion del Tronco, de Segundo Grado","T21","6",,
"8174","T217 - Corrosion del Tronco, de Tercer Grado","T21","7",,
"8175","T220 - Quemadura del Hombro y Miembro Superior, Grado no Especificado, Excepto de la Muneca y d","T22","0",,
"8176","T221 - Quemadura del Hombro y Miembro Superior, de Primer Grado, Excepto de la Muneca y de la M","T22","1",,
"8177","T222 - Quemadura del Hombro y Miembro Superior, de Segundo Grado, Excepto de la Muneca y de la","T22","2",,
"8178","T223 - Quemadura del Hombro y Miembro Superior, de Tercer Grado, Excepto de la Muneca y de la M","T22","3",,
"8179","T224 - Corrosion del Hombro y Miembro Superior, Grado no Especificado, Excepto de la Muneca y d","T22","4",,
"8180","T225 - Corrosion del Hombro y Miembro Superior, de Primer Grado, Excepto de la Muneca y de la M","T22","5",,
"8181","T226 - Corrosion del Hombro y Miembro Superior, de Segundo Grado, Excepto de la Muneca y de la","T22","6",,
"8182","T227 - Corrosion del Hombro y Miembro Superior, de Tercer Grado, Excepto de la Muneca y de la M","T22","7",,
"8183","T230 - Quemadura de la Muneca y de la Mano, Grado no Especificado","T23","0",,
"8184","T231 - Quemadura de la Muneca y de la Mano, de Primer Grado","T23","1",,
"8185","T232 - Quemadura de la Muneca y de la Mano, de Segundo Grado","T23","2",,
"8186","T233 - Quemadura de la Muneca y de la Mano, de Tercer Grado","T23","3",,
"8187","T234 - Corrosion de la Muneca y de la Mano, Grado no Especificado","T23","4",,
"8188","T235 - Corrosion de la Muneca y de la Mano, de Primer Grado","T23","5",,
"8189","T236 - Corrosion de la Muneca y de la Mano, de Segundo Grado","T23","6",,
"8190","T237 - Corrosion de la Muneca y de la Mano, de Tercer Grado","T23","7",,
"8191","T240 - Quemadura de la Cadera y Miembro Inferior, Grado no Especificado, Excepto Tobillo y Pie","T24","0",,
"8192","T241 - Quemadura de la Cadera y Miembro Inferior, de Primer Grado, Excepto Tobillo y Pie","T24","1",,
"8193","T242 - Quemadura de la Cadera y Miembro Inferior, de Segundo Grado, Excepto Tobillo y Pie","T24","2",,
"8194","T243 - Quemadura de la Cadera y Miembro Inferior, de Tercer Grado, Excepto Tobillo y Pie","T24","3",,
"8195","T244 - Corrosion de la Cadera y Miembro Inferior, Grado no Especificado, Excepto Tobillo y Pie","T24","4",,
"8196","T245 - Corrosion de la Cadera y Miembro Inferior, de Primer Grado, Excepto Tobillo y Pie","T24","5",,
"8197","T246 - Corrosion de la Cadera y Miembro Inferior, de Segundo Grado, Excepto Tobillo y Pie","T24","6",,
"8198","T247 - Corrosion de la Cadera y Miembro Inferior, de Tercer Grado, Excepto Tobillo y Pie","T24","7",,
"8199","T250 - Quemadura del Tobillo y del Pie, Grado no Especificado","T25","0",,
"8200","T251 - Quemadura del Tobillo y del Pie, de Primer Grado","T25","1",,
"8201","T252 - Quemadura del Tobillo y del Pie, de Segundo Grado","T25","2",,
"8202","T253 - Quemadura del Tobillo y del Pie, de Tercer Grado","T25","3",,
"8203","T254 - Corrosion del Tobillo y del Pie, Grado no Especificado","T25","4",,
"8204","T255 - Corrosion del Tobillo y del Pie, de Primer Grado","T25","5",,
"8205","T256 - Corrosion del Tobillo y del Pie, de Segundo Grado","T25","6",,
"8206","T257 - Corrosion del Tobillo y del Pie, de Tercer Grado","T25","7",,
"8207","T260 - Quemadura del Parpado y Area Periocular","T26","0",,
"8208","T261 - Quemadura de la Cornea y Saco Conjuntival","T26","1",,
"8209","T262 - Quemadura con Ruptura y destruccion Resultantes del Globo Ocular","T26","2",,
"8210","T263 - Quemadura de otras partes del Ojo y sus Anexos","T26","3",,
"8211","T264 - Quemadura del Ojo y Anexos, parte no Especificada","T26","4",,
"8212","T265 - Corrosion del Parpado y Area Periocular","T26","5",,
"8213","T266 - Corrosion de la Cornea y Saco Conjuntival","T26","6",,
"8214","T267 - Corrosion con Ruptura y destruccion Resultantes del Globo Ocular","T26","7",,
"8215","T268 - Corrosion de otras partes del Ojo y sus Anexos","T26","8",,
"8216","T269 - Corrosion del Ojo y sus Anexos, parte no Especificada","T26","9",,
"8217","T270 - Quemadura de la Laringe y de la Traquea","T27","0",,
"8218","T271 - Quemadura que afecta la Laringe y la Traquea con el Pulmon","T27","1",,
"8219","T272 - Quemadura de otras partes de las Vias Respiratorias","T27","2",,
"8220","T273 - Quemadura de las Vias Respiratorias, parte no Especificada","T27","3",,
"8221","T274 - Corrosion de la Laringe y de la Traquea","T27","4",,
"8222","T275 - Corrosion que afecta la Laringe y la Traquea con el Pulmon","T27","5",,
"8223","T276 - Corrosion de otras partes de las Vias Respiratorias","T27","6",,
"8224","T277 - Corrosion de las Vias Respiratorias, parte no Especificada","T27","7",,
"8225","T280 - Quemadura de la Boca y de la Faringe","T28","0",,
"8226","T281 - Quemadura del Esofago","T28","1",,
"8227","T282 - Quemadura de otras partes del Tubo digestivo","T28","2",,
"8228","T283 - Quemadura de Organos Genitourinarios Internos","T28","3",,
"8229","T284 - Quemadura de otros Organos Internos y de los no Especificados","T28","4",,
"8230","T285 - Corrosion de la Boca y de la Faringe","T28","5",,
"8231","T286 - Corrosion del Esofago","T28","6",,
"8232","T287 - Corrosion de otras partes del Tubo digestivo","T28","7",,
"8233","T288 - Corrosion de Organos Genitourinarios Internos","T28","8",,
"8234","T289 - Corrosion de otros Organos Internos y de los no Especificados","T28","9",,
"8235","T290 - Quemaduras de Multiples Regiones, Grado no Especificado","T29","0",,
"8236","T291 - Quemaduras de Multiples Regiones, Mencionadas como de no Mas de Primer Grado","T29","1",,
"8237","T292 - Quemaduras de Multiples Regiones, Mencionadas como de no Mas de Segundo Grado","T29","2",,
"8238","T293 - Quemaduras Multiples, con Mencion al Menos de una Quemadura de Tercer Grado","T29","3",,
"8239","T294 - Corrosiones de Multiples Regiones, Grado no Especificado","T29","4",,
"8240","T295 - Corrosiones Multiples, Mencionadas como de no Mas de Primer Grado","T29","5",,
"8241","T296 - Corrosiones Multiples, Mencionadas como de no Mas de Segundo Grado","T29","6",,
"8242","T297 - Corrosiones Multiples, con Mencion al Menos de una Corrosion de Tercer Grado","T29","7",,
"8243","T300 - Quemadura de Region del Cuerpo y Grado no Especificados","T30","0",,
"8244","T301 - Quemadura de Primer Grado, Region del Cuerpo no Especificada","T30","1",,
"8245","T302 - Quemadura de Segundo Grado, Region del Cuerpo no Especificada","T30","2",,
"8246","T303 - Quemadura de Tercer Grado, Region del Cuerpo no Especificada","T30","3",,
"8247","T304 - Corrosion de Region del Cuerpo y Grado no Especificados","T30","4",,
"8248","T305 - Corrosion de Primer Grado, Region del Cuerpo no Especificada","T30","5",,
"8249","T306 - Corrosion de Segundo Grado, Region del Cuerpo no Especificada","T30","6",,
"8250","T307 - Corrosion de Tercer Grado, Region del Cuerpo no Especificada","T30","7",,
"8251","T310 - Quemaduras que Afectan Menos del 10% de la Superficie del Cuerpo","T31","0",,
"8252","T311 - Quemaduras que Afectan del 10 al 19% de la Superficie del Cuerpo","T31","1",,
"8253","T312 - Quemaduras que Afectan del 20 al 29% de la Superficie del Cuerpo","T31","2",,
"8254","T313 - Quemaduras que Afectan del 30 al 39% de la Superficie del Cuerpo","T31","3",,
"8255","T314 - Quemaduras que Afectan del 40 al 49% de la Superficie del Cuerpo","T31","4",,
"8256","T315 - Quemaduras que Afectan del 50 al 59% de la Superficie del Cuerpo","T31","5",,
"8257","T316 - Quemaduras que Afectan del 60 al 69% de la Superficie del Cuerpo","T31","6",,
"8258","T317 - Quemaduras que Afectan del 70 al 79% de la Superficie del Cuerpo","T31","7",,
"8259","T318 - Quemaduras que Afectan del 80 al 89% de la Superficie del Cuerpo","T31","8",,
"8260","T319 - Quemaduras que Afectan el 90% o Mas de la Superficie del Cuerpo","T31","9",,
"8261","T320 - Corrosiones que Afectan Menos del 10% de la Superficie del Cuerpo","T32","0",,
"8262","T321 - Corrosiones que Afectan del 10 al 19% de la Superficie del Cuerpo","T32","1",,
"8263","T322 - Corrosiones que Afectan del 20 al 29% de la Superficie del Cuerpo","T32","2",,
"8264","T323 - Corrosiones que Afectan del 30 al 39% de la Superficie del Cuerpo","T32","3",,
"8265","T324 - Corrosiones que Afectan del 40 al 49% de la Superficie del Cuerpo","T32","4",,
"8266","T325 - Corrosiones que Afectan del 50 al 59% de la Superficie del Cuerpo","T32","5",,
"8267","T326 - Corrosiones que Afectan del 60 al 69% de la Superficie del Cuerpo","T32","6",,
"8268","T327 - Corrosiones que Afectan del 70 al 79% de la Superficie del Cuerpo","T32","7",,
"8269","T328 - Corrosiones que Afectan del 80 al 89% de la Superficie del Cuerpo","T32","8",,
"8270","T329 - Corrosiones que Afectan el 90% o Mas de la Superficie del Cuerpo","T32","9",,
"8271","T330 - Congelamiento Superficial de la Cabeza","T33","0",,
"8272","T331 - Congelamiento Superficial del Cuello","T33","1",,
"8273","T332 - Congelamiento Superficial del Torax","T33","2",,
"8274","T333 - Congelamiento Superficial de la Pared Abdominal, Region Lumbosacra y Pelvis","T33","3",,
"8275","T334 - Congelamiento Superficial del Brazo","T33","4",,
"8276","T335 - Congelamiento Superficial de la Muneca y de la Mano","T33","5",,
"8277","T336 - Congelamiento Superficial de la Cadera y del Muslo","T33","6",,
"8278","T337 - Congelamiento Superficial de la Rodilla y de la Pierna","T33","7",,
"8279","T338 - Congelamiento Superficial del Tobillo y del Pie","T33","8",,
"8280","T339 - Congelamiento Superficial de otros Sitios y de los no Especificados","T33","9",,
"8281","T340 - Congelamiento con Necrosis Tisular de la Cabeza","T34","0",,
"8282","T341 - Congelamiento con Necrosis Tisular del Cuello","T34","1",,
"8283","T342 - Congelamiento con Necrosis Tisular del Torax","T34","2",,
"8284","T343 - Congelamiento con Necrosis Tisular de la Pared Abdominal, Region Lumbosacra y Pelvis","T34","3",,
"8285","T344 - Congelamiento con Necrosis Tisular del Brazo","T34","4",,
"8286","T345 - Congelamiento con Necrosis Tisular de la Muneca y de la Mano","T34","5",,
"8287","T346 - Congelamiento con Necrosis Tisular de la Cadera y del Muslo","T34","6",,
"8288","T347 - Congelamiento con Necrosis Tisular de la Rodilla y de la Pierna","T34","7",,
"8289","T348 - Congelamiento con Necrosis Tisular del Tobillo y del Pie","T34","8",,
"8290","T349 - Congelamiento con Necrosis Tisular de otros Sitios y de los no Especificados","T34","9",,
"8291","T350 - Congelamiento Superficial que afecta Multiples Regiones del Cuerpo","T35","0",,
"8292","T351 - Congelamiento con Necrosis Tisular que afecta Multiples Regiones del Cuerpo","T35","1",,
"8293","T352 - Congelamiento no Especificado de la Cabeza y del Cuello","T35","2",,
"8294","T353 - Congelamiento no Especificado del Torax, del Abdomen, de la Region Lumbosacra y de la Pe","T35","3",,
"8295","T354 - Congelamiento no Especificado del Miembro Superior","T35","4",,
"8296","T355 - Congelamiento no Especificado del Miembro Inferior","T35","5",,
"8297","T356 - Congelamiento no Especificado que afecta Multiples Regiones del Cuerpo","T35","6",,
"8298","T357 - Congelamiento no Especificado, de Sitio no Especificado","T35","7",,
"8299","T360 - Penicilinas","T36","0",,
"8300","T361 - Cefalosporinas y otros Antibioticos Beta-Lactamicos","T36","1",,
"8301","T362 - Grupo del Cloramfenicol","T36","2",,
"8302","T363 - Macrolidos","T36","3",,
"8303","T364 - Tetraciclinas","T36","4",,
"8304","T365 - Aminoglucosidos","T36","5",,
"8305","T366 - Rifamicinas","T36","6",,
"8306","T367 - Antibioticos Antimicoticos Usados Sistemicamente","T36","7",,
"8307","T368 - Otros Antibioticos Sistemicos","T36","8",,
"8308","T369 - Antibioticos Sistemicos, no Especificados","T36","9",,
"8309","T370 - Sulfonamidas","T37","0",,
"8310","T371 - Drogas Antimicobacterianas","T37","1",,
